,product,reviews_number,title,positive,negative,neutral,positive_percent,negative_percent,neutral_percent
970,B0746S3QJT,34,"Nacon Compact Controller Luminosi, Rosso - Classics - PlayStation 4",24.0,5.0,5.0,0.7058823529411765,0.14705882352941177,0.14705882352941177
971,B0746S4MHC,21,"Nacon Compact Controller Luminosi, Verde - PlayStation 4",18.0,2.0,1.0,0.8571428571428571,0.09523809523809523,0.047619047619047616
972,B0746SBQJQ,48,Battlefield 1: Revolution - PlayStation 4,43.0,3.0,2.0,0.8958333333333334,0.0625,0.041666666666666664
973,B0746SDHT3,19,"Nacon Revolution Pro Controller, Rosso - Classics - PlayStation 4",10.0,8.0,1.0,0.5263157894736842,0.42105263157894735,0.05263157894736842
974,B0746TJMF4,46,"Big Ben Cover in Policarbonato per Joy-Con - Classics - Nintendo Switch, Colori assortiti",28.0,15.0,3.0,0.6086956521739131,0.32608695652173914,0.06521739130434782
975,B0746XP2PZ,17,Indiana Jones - Collezione Completa,15.0,1.0,1.0,0.8823529411764706,0.058823529411764705,0.058823529411764705
976,B0746Y25T6,52,Ritorno al Futuro - Cofanetto Completo,51.0,0.0,1.0,0.9807692307692307,0.0,0.019230769230769232
977,B07473G249,63,Ritorno al Futuro - Cofanetto Completo,61.0,1.0,1.0,0.9682539682539683,0.015873015873015872,0.015873015873015872
978,B07473VQRH,51,Indiana Jones - Collezione Completa,49.0,0.0,2.0,0.9607843137254902,0.0,0.0392156862745098
979,B0749V8T1B,67,The Sims 4 - PlayStation 4,57.0,4.0,6.0,0.8507462686567164,0.05970149253731343,0.08955223880597014
980,B074C8PDV4,163,"PS4 Controller Gaming Caricabatteria, AMANKA Dual USB Charging Docking Caricabatteria Station Stand con LED per Playstation 4 PS4 / PS4 Slim / Pro controller",134.0,16.0,13.0,0.8220858895705522,0.09815950920245399,0.07975460122699386
981,B074CN8H1G,26,Io in Terra,23.0,1.0,2.0,0.8846153846153846,0.038461538461538464,0.07692307692307693
982,B074HB3N47,31,La vita è bella,26.0,3.0,2.0,0.8387096774193549,0.0967741935483871,0.06451612903225806
983,B074HC8LX3,51,Pirati dei Caraibi Collection,49.0,1.0,1.0,0.9607843137254902,0.0196078431372549,0.0196078431372549
984,B074HX3QXY,14,The Best of Giocastrocche,13.0,1.0,0.0,0.9285714285714286,0.07142857142857142,0.0
985,B074JJ26JF,33,Sonic Forces - PlayStation 4,28.0,2.0,3.0,0.8484848484848485,0.06060606060606061,0.09090909090909091
986,B074MGJY5T,2,Pirati dei Caraibi: Oltre I Confini del Mare,2.0,0.0,0.0,1.0,0.0,0.0
987,B074MGSNYS,91,Mary Poppins,87.0,2.0,2.0,0.9560439560439561,0.02197802197802198,0.02197802197802198
988,B074PHQ41Y,10,Scorel Nintendo Switch Dock Costruito in Chip Light Compact per la sostituzione perfetta portatile per Nintendo Switch,4.0,5.0,1.0,0.4,0.5,0.1
989,B074QMN4YW,55,MICROSOFT PC XONE Wrlss Ctrl Adapter,52.0,2.0,1.0,0.9454545454545454,0.03636363636363636,0.01818181818181818
990,B074QVTHH7,49,F1 2017: Formula 1 - PlayStation 4,46.0,0.0,3.0,0.9387755102040817,0.0,0.061224489795918366
991,B074W8GC5Z,1,"SADES 807 Multi-Platform Gaming Headset per Playstation 4 New Xbox One PS4 PC Giochi per computer, Isolamento acustico Bass Surround Stereo Cuffie auricolari morbide Cuffie auricolari",0.0,0.0,1.0,0.0,0.0,1.0
992,B074XLWJQC,67,Cattivissimo Me 3,60.0,3.0,4.0,0.8955223880597015,0.04477611940298507,0.05970149253731343
993,B0752PR82Q,49,PlayStation 4: Controller DualShock 4 F.C. - Limited Edition,42.0,2.0,5.0,0.8571428571428571,0.04081632653061224,0.10204081632653061
994,B0753S9ZTC,167,Masters,146.0,17.0,4.0,0.874251497005988,0.10179640718562874,0.023952095808383235
995,B0756HXSS5,11,NBA Live 18 - The One Edition - PlayStation 4,10.0,0.0,1.0,0.9090909090909091,0.0,0.09090909090909091
996,B0756JZ4LK,12,Cattivissimo Me - Movies Collection,12.0,0.0,0.0,1.0,0.0,0.0
997,B0756K695Z,30,Cattivissimo Me - Movies Collection,28.0,2.0,0.0,0.9333333333333333,0.06666666666666667,0.0
998,B075772HZB,2,Let's Sing 2018 + 1 Mic - Nintendo Wii,1.0,1.0,0.0,0.5,0.5,0.0
999,B07577F566,10,Yakuza 6 The Song of Life per PlayStation 4,9.0,0.0,1.0,0.9,0.0,0.1
1000,B07587JH97,39,"Lioncast Joy-Con Quadrupla Ricarica per Nintendo Switch, Controller per Charging Station con porta USB-C e Indicatore di carica LED - Nero",39.0,0.0,0.0,1.0,0.0,0.0
1001,B075KMMZK4,14,Il Trono di Spade - Stagione 6,11.0,1.0,2.0,0.7857142857142857,0.07142857142857142,0.14285714285714285
1002,B075KMSRRD,58,Il Trono di Spade - Stagione 6,35.0,18.0,5.0,0.603448275862069,0.3103448275862069,0.08620689655172414
1003,B075KZKJMC,12,Vessel & Blurryface,12.0,0.0,0.0,1.0,0.0,0.0
1004,B075LN6SCS,2,Nintendo Switch Joy-Con Controller Pair (L) / (R) Red (Japan Import) - Mario Odyssey Red Colour,2.0,0.0,0.0,1.0,0.0,0.0
1005,B075MLB6GM,3,dont smile at me,3.0,0.0,0.0,1.0,0.0,0.0
1006,B075MQJ3B8,43,It,28.0,10.0,5.0,0.6511627906976745,0.23255813953488372,0.11627906976744186
1007,B075NLPYCV,33,New Nintendo 2DS XL Poké Ball - Limited Edition,28.0,4.0,1.0,0.8484848484848485,0.12121212121212122,0.030303030303030304
1008,B075PCCRXK,14,Official Sony Playstation 4 (PS4) Mono Chat Earbud with Mic and 2pcs Black Sponge Cover Included,10.0,4.0,0.0,0.7142857142857143,0.2857142857142857,0.0
1009,B075RF2QDK,1,Hokuto ga Gotoku - [Premium Edition],1.0,0.0,0.0,1.0,0.0,0.0
1010,B075RH52H2,35,Grey's Anatomy - 13a serie,33.0,0.0,2.0,0.9428571428571428,0.0,0.05714285714285714
1011,B075XPZND4,25,Il Trono di Spade Stagioni 1 – 7 (34 DVD) - Premium Edition,24.0,1.0,0.0,0.96,0.04,0.0
1012,B07629RLTC,29,The Greatest Showman (Original Motion Picture Soundtrack),28.0,0.0,1.0,0.9655172413793104,0.0,0.034482758620689655
1013,B0765C95PG,41,MICROSOFT XONE Kit Play & Charge,27.0,13.0,1.0,0.6585365853658537,0.3170731707317073,0.024390243902439025
1014,B076F7B5WP,4,GTA V [Edizione: Francia],4.0,0.0,0.0,1.0,0.0,0.0
1015,B076FJV5X2,3,Come Uccidere Un Usignolo/67,3.0,0.0,0.0,1.0,0.0,0.0
1016,B076J29NGM,32,Lego Marvel: Super Heroes 2 - Nintendo Switch,27.0,3.0,2.0,0.84375,0.09375,0.0625
1017,B076JPC2Y9,81,From the Fires,77.0,0.0,4.0,0.9506172839506173,0.0,0.04938271604938271
1018,B076KDXHGW,18,Gran Turismo Sport Day One Edition - PS4 - Vers. UK Multilingua Italiano,16.0,2.0,0.0,0.8888888888888888,0.1111111111111111,0.0
1019,B076MRQY1M,72,Siamo Fatti Cosi' - Esplorando Il Corpo Umano - Serie Completa,59.0,7.0,6.0,0.8194444444444444,0.09722222222222222,0.08333333333333333
1020,B076PMSYH9,28,THRUSTMASTER T.Flight Hotas 4 - Playstation 4,26.0,1.0,1.0,0.9285714285714286,0.03571428571428571,0.03571428571428571
1021,B076QDXCXZ,77,Tho - Ragnarok,59.0,13.0,5.0,0.7662337662337663,0.16883116883116883,0.06493506493506493
1022,B076QKCKP7,49,Tho - Ragnarok,39.0,8.0,2.0,0.7959183673469388,0.16326530612244897,0.04081632653061224
1023,B076VN9LZ3,10,Ammore E Malavita,8.0,1.0,1.0,0.8,0.1,0.1
1024,B076VXQ3ZG,37,Quando (Box,35.0,0.0,2.0,0.9459459459459459,0.0,0.05405405405405406
1025,B076W8Y6BB,11,Sgt. Pepper's Lonely Heart,9.0,2.0,0.0,0.8181818181818182,0.18181818181818182,0.0
1026,B076X2XSW2,55,IT,43.0,7.0,5.0,0.7818181818181819,0.12727272727272726,0.09090909090909091
1027,B076X2YHRF,19,Harry Potter 1-8 Collezione Completa,18.0,1.0,0.0,0.9473684210526315,0.05263157894736842,0.0
1028,B076X36BMY,72,Dunkirk,51.0,14.0,7.0,0.7083333333333334,0.19444444444444445,0.09722222222222222
1029,B076ZN1K5G,83,Rocket League - PlayStation 4,77.0,1.0,5.0,0.927710843373494,0.012048192771084338,0.060240963855421686
1030,B076ZPW2Z4,74,Amore che Torni,54.0,16.0,4.0,0.7297297297297297,0.21621621621621623,0.05405405405405406
1031,B076ZZZM28,63,Possibili Scenari,61.0,1.0,1.0,0.9682539682539683,0.015873015873015872,0.015873015873015872
1032,B0771XMC4L,5,Gatta Cenerentola,4.0,1.0,0.0,0.8,0.2,0.0
1033,B07722GX7T,5,Una Donna Per Amico,5.0,0.0,0.0,1.0,0.0,0.0
1034,B07722NC5X,62,Tu Che M'Ascolti Insegnami | Bookset,55.0,3.0,4.0,0.8870967741935484,0.04838709677419355,0.06451612903225806
1035,B0774R6CBP,18,Foto Di Pura Gioia Antologia 1987-2017,17.0,0.0,1.0,0.9444444444444444,0.0,0.05555555555555555
1036,B0777CXB73,119,"Oh, Vita!",100.0,11.0,8.0,0.8403361344537815,0.09243697478991597,0.06722689075630252
1037,B0778THHRN,3,Patriots,2.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333
1038,B0778YLVSL,3,L'Era del Cinghiale Bianco,3.0,0.0,0.0,1.0,0.0,0.0
1039,B0779152LN,2,L'Arca di Noè,1.0,0.0,1.0,0.5,0.0,0.5
1040,B07798FWNN,193,Horizon Zero Dawn - Complete Edition - PlayStation 4,187.0,3.0,3.0,0.9689119170984456,0.015544041450777202,0.015544041450777202
1041,B0779G52YG,18,Assassin's Creed Rogue HD - PlayStation 4,16.0,0.0,2.0,0.8888888888888888,0.0,0.1111111111111111
1042,B0779GT6K1,19,Far Cry 3 Classic - Classics - PlayStation 4,16.0,0.0,3.0,0.8421052631578947,0.0,0.15789473684210525
1043,B077DN5Y5H,218,Vasco Modena Park,179.0,34.0,5.0,0.8211009174311926,0.1559633027522936,0.022935779816513763
1044,B077HS1FQC,3,Dasein Sollen,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0
1045,B077JWC6DY,79,Justice League,64.0,7.0,8.0,0.810126582278481,0.08860759493670886,0.10126582278481013
1046,B077P6Q4GX,46,Nolan Collection 21 Dischi,15.0,29.0,2.0,0.32608695652173914,0.6304347826086957,0.043478260869565216
1047,B077TDMMZ5,110,Shadow of the Colossus - PlayStation 4,100.0,7.0,3.0,0.9090909090909091,0.06363636363636363,0.02727272727272727
1048,B077VB1S23,56,Chosen,53.0,3.0,0.0,0.9464285714285714,0.05357142857142857,0.0
1049,B0781YXHRH,152,Star Wars: Gli Ultimi Jedi,98.0,38.0,16.0,0.6447368421052632,0.25,0.10526315789473684
1050,B0781ZXF62,69,Star Wars: Gli Ultimi Jedi,60.0,6.0,3.0,0.8695652173913043,0.08695652173913043,0.043478260869565216
1051,B0787GB9R2,25,Assassinio sull'Orient Express,17.0,3.0,5.0,0.68,0.12,0.2
1052,B0787GB9R3,47,Il Trono di Spade - Stagione 7,43.0,1.0,3.0,0.9148936170212766,0.02127659574468085,0.06382978723404255
1053,B0787GMCDJ,31,Oronero Live,29.0,1.0,1.0,0.9354838709677419,0.03225806451612903,0.03225806451612903
1054,B0788XQ5LS,13,Devil May Cry HD Collection - PlayStation 4,9.0,2.0,2.0,0.6923076923076923,0.15384615384615385,0.15384615384615385
1055,B078D674QP,17,No Comment,16.0,1.0,0.0,0.9411764705882353,0.058823529411764705,0.0
1056,B078FFX8Z1,26,TT Isle of Man - PlayStation 4,17.0,5.0,4.0,0.6538461538461539,0.19230769230769232,0.15384615384615385
1057,B078H2XDQ2,264,Coco,253.0,5.0,6.0,0.9583333333333334,0.01893939393939394,0.022727272727272728
1058,B078H7LLZT,109,Coco,92.0,15.0,2.0,0.8440366972477065,0.13761467889908258,0.01834862385321101
1059,B078K5WWGS,63,Rockstar,37.0,22.0,4.0,0.5873015873015873,0.3492063492063492,0.06349206349206349
1060,B078K9KDGV,74,Ferdinand,70.0,2.0,2.0,0.9459459459459459,0.02702702702702703,0.02702702702702703
1061,B078KDDRG7,12,Ferdinand,12.0,0.0,0.0,1.0,0.0,0.0
1062,B078KTBN9R,41,The Greatest Showman,41.0,0.0,0.0,1.0,0.0,0.0
1063,B078KTY6W1,93,The Greatest Showman,90.0,1.0,2.0,0.967741935483871,0.010752688172043012,0.021505376344086023
1064,B078XX5PCZ,19,Back Home,15.0,3.0,1.0,0.7894736842105263,0.15789473684210525,0.05263157894736842
1065,B078Y36QFJ,34,Microsoft PC: Nuovo Xbox Controller + Wireless Adapter per Windows 10 [Bundle],30.0,4.0,0.0,0.8823529411764706,0.11764705882352941,0.0
1066,B0792216Z9,64,50 - Al Centro,50.0,9.0,5.0,0.78125,0.140625,0.078125
1067,B07923JSHV,23,Sanremo 2018,20.0,1.0,2.0,0.8695652173913043,0.043478260869565216,0.08695652173913043
1068,B0794MCJL8,162,Ultimo: Peter Pan,154.0,7.0,1.0,0.9506172839506173,0.043209876543209874,0.006172839506172839
1069,B0794ZNR3C,13,Jumanji Collection,11.0,1.0,1.0,0.8461538461538461,0.07692307692307693,0.07692307692307693
1070,B07955C749,6,SKIN PS4 SLIM JUVENTUS NEW LOGO STYLE,5.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0
1071,B07966J7QY,13,"Tre Manifesti a Ebbing, Missouri",13.0,0.0,0.0,1.0,0.0,0.0
1072,B079682VB3,27,"Tre Manifesti a Ebbing, Missouri",24.0,2.0,1.0,0.8888888888888888,0.07407407407407407,0.037037037037037035
1073,B07984YN3H,209,God of War - Playstation 4,189.0,16.0,4.0,0.9043062200956937,0.07655502392344497,0.019138755980861243
1074,B0798CDGR9,37,Chiamami Col Tuo Nome,30.0,3.0,4.0,0.8108108108108109,0.08108108108108109,0.10810810810810811
1075,B079B32B94,32,Il Trono Di Spade - Stagioni 01-07 Stand Pack,27.0,2.0,3.0,0.84375,0.0625,0.09375
1076,B079FGSYV4,83,"PlayStation 4: DualShock 4 Steel, Black - Special Edition",79.0,4.0,0.0,0.9518072289156626,0.04819277108433735,0.0
1077,B079FGT1Z5,18,"Musica Da Giostra, Vol. 5",18.0,0.0,0.0,1.0,0.0,0.0
1078,B079J83TYX,10,Polaroid 2.0,9.0,1.0,0.0,0.9,0.1,0.0
1079,B079JCLPBC,41,Sony Playstation 4: Move Twin Pack 4.0,39.0,1.0,1.0,0.9512195121951219,0.024390243902439025,0.024390243902439025
1080,B079JF5P7Q,61,Anthem - PlayStation 4,36.0,18.0,7.0,0.5901639344262295,0.29508196721311475,0.11475409836065574
1081,B079JF7JQ7,3,Anthem - Xbox One,0.0,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666
1082,B079MT2THH,6,Tennis World Tour [Edizione: Francia],4.0,1.0,1.0,0.6666666666666666,0.16666666666666666,0.16666666666666666
1083,B079NC8KXT,44,Donkey Kong Country: Tropical Freeze - Nintendo Switch,41.0,1.0,2.0,0.9318181818181818,0.022727272727272728,0.045454545454545456
1084,B079NQGMZK,13,Cinquanta Sfumature: Trilogia,12.0,0.0,1.0,0.9230769230769231,0.0,0.07692307692307693
1085,B079NYQD7K,66,Cinquanta Sfumature: Trilogia,52.0,8.0,6.0,0.7878787878787878,0.12121212121212122,0.09090909090909091
1086,B079RKZCNP,26,Black Panther,19.0,3.0,4.0,0.7307692307692307,0.11538461538461539,0.15384615384615385
1087,B079RVBTFV,59,Black Panther,46.0,7.0,6.0,0.7796610169491526,0.11864406779661017,0.1016949152542373
1088,B079S5LPWK,24,La Forma Dell'Acqua,19.0,2.0,3.0,0.7916666666666666,0.08333333333333333,0.125
1089,B079SNGQQC,39,La Forma Dell'Acqua,26.0,9.0,4.0,0.6666666666666666,0.23076923076923078,0.10256410256410256
1090,B079T6FRG2,142,"Sony PlayStation 4 Gold Cuffie Wireless, Nero",120.0,13.0,9.0,0.8450704225352113,0.09154929577464789,0.06338028169014084
1091,B079VCSY76,11,Mowgli Il Disco Della Giungla,11.0,0.0,0.0,1.0,0.0,0.0
1092,B079VDDF3Z,6,Pianeti (Esclusiva Discoteca Laziale),5.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0
1093,B079VDGSDV,12,Megasuperbattito,12.0,0.0,0.0,1.0,0.0,0.0
1094,B079YL3XHS,10,Il Filo Nascosto,8.0,2.0,0.0,0.8,0.2,0.0
1095,B079YLVV89,21,Assetto Corsa - Ultimate - Playstation 4,18.0,2.0,1.0,0.8571428571428571,0.09523809523809523,0.047619047619047616
1096,B079ZSVPCJ,19,Injustice 2 - Legendary Edition - PS4,14.0,2.0,3.0,0.7368421052631579,0.10526315789473684,0.15789473684210525
1097,B079ZV79FX,15,Street Fighter 30 Anniversary Collection - PlayStation 4,12.0,1.0,2.0,0.8,0.06666666666666667,0.13333333333333333
1098,B07B5WB745,69,Crash Bandicoot - Nintendo Switch,66.0,2.0,1.0,0.9565217391304348,0.028985507246376812,0.014492753623188406
1099,B07B63ZHCB,136,Call of Duty Black Ops IIII + Calling Card - [Esclusiva Amazon] - PlayStation 4,97.0,23.0,16.0,0.7132352941176471,0.16911764705882354,0.11764705882352941
1100,B07B64Z7Q4,10,You'Re Driving Me Crazy,9.0,0.0,1.0,0.9,0.0,0.1
1101,B07B658BR7,46,Call of Duty Black Ops IIII + Calling Card - [Esclusiva Amazon] - Xbox One,36.0,7.0,3.0,0.782608695652174,0.15217391304347827,0.06521739130434782
1102,B07B97GBQL,31,Le Avventure di Olaf,19.0,7.0,5.0,0.6129032258064516,0.22580645161290322,0.16129032258064516
1103,B07BB4R214,5,Crash Bandicoot N. Sane Trilogy - Nintendo Switch [Edizione: Regno Unito],5.0,0.0,0.0,1.0,0.0,0.0
1104,B07BB5W8J7,4,Crash Bandicoot N.Sane Trilogy - Nintendo Switch [Edizione: Francia],4.0,0.0,0.0,1.0,0.0,0.0
1105,B07BBY3MDN,17,Red Sparrow,15.0,1.0,1.0,0.8823529411764706,0.058823529411764705,0.058823529411764705
1106,B07BDR81ZK,27,Enemy,27.0,0.0,0.0,1.0,0.0,0.0
1107,B07BF25DQT,151,Shadow of the Tomb Raider - PlayStation 4,134.0,7.0,10.0,0.8874172185430463,0.046357615894039736,0.06622516556291391
1108,B07BMPVG1S,1,Tom Clancy's The Division 2 (PS4) [Edizione: Regno Unito / Gioco giocabile in italiano],0.0,1.0,0.0,0.0,1.0,0.0
1109,B07BMSF8NM,13,KINGTOP 15V 2.6A Caricatore Nintendo Switch Alimentatore USB Tipo-C Adattatore Carica Rapida Per Switch Nintendo Supporta la modalità TV e la Docking Station,11.0,0.0,2.0,0.8461538461538461,0.0,0.15384615384615385
1110,B07BN2XGWH,14,Yakuza Kiwami 2 - PlayStation 4,14.0,0.0,0.0,1.0,0.0,0.0
1111,B07BNQZYQ3,11,Please Don’t Be Dead,11.0,0.0,0.0,1.0,0.0,0.0
1112,B07BQCQBM8,23,Il Mondo Perduto: Jurassic Park,17.0,3.0,3.0,0.7391304347826086,0.13043478260869565,0.13043478260869565
1113,B07BQMX39K,20,Lego Gli Incredibili - Nintendo Switch,20.0,0.0,0.0,1.0,0.0,0.0
1114,B07BQP1G75,38,Jurassic World,30.0,5.0,3.0,0.7894736842105263,0.13157894736842105,0.07894736842105263
1115,B07BQPXRYR,63,MotoGP 18 - PlayStation 4,50.0,8.0,5.0,0.7936507936507936,0.12698412698412698,0.07936507936507936
1116,B07BVYM418,10,UNA VITA IN CAPSLOCK,10.0,0.0,0.0,1.0,0.0,0.0
1117,B07BXN8YF5,63,Ready Player One,46.0,11.0,6.0,0.7301587301587301,0.1746031746031746,0.09523809523809523
1118,B07BYP47YN,4,One Piece World Seeker - Playstation 4,3.0,1.0,0.0,0.75,0.25,0.0
1119,B07BZ5F6Y1,3,Polaroid 2.0,3.0,0.0,0.0,1.0,0.0,0.0
1120,B07BZBBVLF,3,Love Yourself: Tear,3.0,0.0,0.0,1.0,0.0,0.0
1121,B07BZV8R5R,151,Super Smash Bros Ultimate - Nintendo Switch,147.0,3.0,1.0,0.9735099337748344,0.019867549668874173,0.006622516556291391
1122,B07BZVJXCM,1,Mario & Luigi: Viaggio al centro di Bowser + Le avventure di Bowser Junior - - Nintendo 3DS,1.0,0.0,0.0,1.0,0.0,0.0
1123,B07C5FQLFW,11,The Rolling Stones: Studio Albums Collection 1971 - 2016,10.0,0.0,1.0,0.9090909090909091,0.0,0.09090909090909091
1124,B07C5K53Y3,19,?,17.0,1.0,1.0,0.8947368421052632,0.05263157894736842,0.05263157894736842
1125,B07C7GTHTZ,14,Notti Brave,12.0,1.0,1.0,0.8571428571428571,0.07142857142857142,0.07142857142857142
1126,B07C8FCK6G,174,Harry Potter Collection (Standard Edition) (8 Dvd),149.0,21.0,4.0,0.8563218390804598,0.1206896551724138,0.022988505747126436
1127,B07C8Q587T,54,Harry Potter Collection (Standard Edition) (8 Blu-Ray),44.0,7.0,3.0,0.8148148148148148,0.12962962962962962,0.05555555555555555
1128,B07C8Q5FHB,54,Pianeti,48.0,4.0,2.0,0.8888888888888888,0.07407407407407407,0.037037037037037035
1129,B07C8X7GBG,65,Mario Tennis Aces - Nintendo Switch,58.0,2.0,5.0,0.8923076923076924,0.03076923076923077,0.07692307692307693
1130,B07C93GNBF,16,Davide,16.0,0.0,0.0,1.0,0.0,0.0
1131,B07CB7X61L,6,"Nintendo Switch,Mario kart 8 Deluxe Volante Gamepad Volante Gioco Volante Supporto Pack di 2",5.0,1.0,0.0,0.8333333333333334,0.16666666666666666,0.0
1132,B07CBH5XNK,242,Spyro Trilogy Reignited - PlayStation 4,230.0,4.0,8.0,0.9504132231404959,0.01652892561983471,0.03305785123966942
1133,B07CBPK5BG,41,Captain Toad: Treasure Tracker - Nintendo Switch,39.0,0.0,2.0,0.9512195121951219,0.0,0.04878048780487805
1134,B07CCZYGD3,39,Lego Gli Incredibili - PlayStation 4,37.0,1.0,1.0,0.9487179487179487,0.02564102564102564,0.02564102564102564
1135,B07CCZYGDF,74,Dragon Quest XI - PlayStation 4,68.0,5.0,1.0,0.918918918918919,0.06756756756756757,0.013513513513513514
1136,B07CF39KWH,174,Marvel's Spider-Man - PlayStation 4,167.0,3.0,4.0,0.9597701149425287,0.017241379310344827,0.022988505747126436
1137,B07CF94Z8M,13,Luigi'S Mansion - New Nintendo 3DS,13.0,0.0,0.0,1.0,0.0,0.0
1138,B07CH5Y89Z,10,Notti Brave,10.0,0.0,0.0,1.0,0.0,0.0
1139,B07CJ7MPT9,109,Avengers: Infinity War,99.0,6.0,4.0,0.908256880733945,0.05504587155963303,0.03669724770642202
1140,B07CJJGW78,2,Day69: Graduation Day,2.0,0.0,0.0,1.0,0.0,0.0
1141,B07CJKT52G,4,E' Arrivato Il Broncio,4.0,0.0,0.0,1.0,0.0,0.0
1142,B07CJKT731,52,Avengers: Infinity War,49.0,1.0,2.0,0.9423076923076923,0.019230769230769232,0.038461538461538464
1143,B07CLPCKWP,16,Shawn Mendes,15.0,0.0,1.0,0.9375,0.0,0.0625
1144,B07CPG3LK8,211,Pro Evolution Soccer 2019 - PlayStation 4,185.0,17.0,9.0,0.8767772511848341,0.08056872037914692,0.04265402843601896
1145,B07CQL32J8,14,High as Hope,12.0,0.0,2.0,0.8571428571428571,0.0,0.14285714285714285
1146,B07CRDZWSG,6,Ready Player One,6.0,0.0,0.0,1.0,0.0,0.0
1147,B07CV1NLKD,4,Mamma Mia! Here We Go Again,4.0,0.0,0.0,1.0,0.0,0.0
1148,B07CZ5BGMW,17,Il Principe d'Egitto,17.0,0.0,0.0,1.0,0.0,0.0
1149,B07CZFF8CJ,3,Giuseppe: Il Re dei Sogni,3.0,0.0,0.0,1.0,0.0,0.0
1150,B07CZHBNNG,19,Spirit: Cavallo Selvaggio,19.0,0.0,0.0,1.0,0.0,0.0
1151,B07CZTVHY8,5,"AmazonBasics - Controller con filo, per Xbox One, Nero",3.0,1.0,1.0,0.6,0.2,0.2
1152,B07CZW71JR,28,Shenmue HD I & II - PlayStation 4,23.0,1.0,4.0,0.8214285714285714,0.03571428571428571,0.14285714285714285
1153,B07D1L22SD,7,Minecraft: Edición Nintendo Switch [Edizione: Spagna],7.0,0.0,0.0,1.0,0.0,0.0
1154,B07D2KFQB5,2,RIDE 3 - PlayStation 4 [Edizione: Regno Unito],2.0,0.0,0.0,1.0,0.0,0.0
1155,B07D2XCNS3,139,F1 2018 Headline Edition PlayStation 4,129.0,4.0,6.0,0.9280575539568345,0.02877697841726619,0.04316546762589928
1156,B07D33GR57,22,Ride 3 - PlayStation 4,20.0,2.0,0.0,0.9090909090909091,0.09090909090909091,0.0
1157,B07D3B7Y6W,38,Musica per Bambini,38.0,0.0,0.0,1.0,0.0,0.0
1158,B07D67GHH4,1,"Sony God of War, PS4 Basic PlayStation 4 videogioco",1.0,0.0,0.0,1.0,0.0,0.0
1159,B07D7G5MXG,79,Solo: A Star Wars Story,62.0,13.0,4.0,0.7848101265822784,0.16455696202531644,0.05063291139240506
1160,B07D7JNTZJ,60,Battlefield V - Xbox One,39.0,17.0,4.0,0.65,0.2833333333333333,0.06666666666666667
1161,B07D7R17BZ,206,Battlefield V - PlayStation 4,172.0,22.0,12.0,0.8349514563106796,0.10679611650485436,0.05825242718446602
1162,B07D8DPBDJ,60,Plume,52.0,7.0,1.0,0.8666666666666667,0.11666666666666667,0.016666666666666666
1163,B07D9SB7XW,91,Minecraft - Nintendo Switch,84.0,4.0,3.0,0.9230769230769231,0.04395604395604396,0.03296703296703297
1164,B07DCGN3KZ,28,Deadpool 2,24.0,4.0,0.0,0.8571428571428571,0.14285714285714285,0.0
1165,B07DCGVM4C,40,Deadpool 2,39.0,1.0,0.0,0.975,0.025,0.0
1166,B07DCH8L7M,25,Il Trono di Spade - Stagione 7,17.0,8.0,0.0,0.68,0.32,0.0
1167,B07DCJLPBV,59,Jurassic World: Il Regno Distrutto,53.0,1.0,5.0,0.8983050847457628,0.01694915254237288,0.0847457627118644
1168,B07DDW4KS4,141,Pokemon Let's GO Pikachu! - Nintendo Switch,130.0,6.0,5.0,0.9219858156028369,0.0425531914893617,0.03546099290780142
1169,B07DDYJR23,82,Pokemon Let's GO Eevee! - Nintendo Switch,73.0,7.0,2.0,0.8902439024390244,0.08536585365853659,0.024390243902439025
1170,B07DG77KPX,1,Minecraft - Nintendo Switch [Edizione: Regno Unito],1.0,0.0,0.0,1.0,0.0,0.0
1171,B07DGMVZJJ,8,Steelbook Battlefield  V - Gioco non Incluso [Esclusiva Amazon],8.0,0.0,0.0,1.0,0.0,0.0
1172,B07DJMX5W2,13,Potere,11.0,1.0,1.0,0.8461538461538461,0.07692307692307693,0.07692307692307693
1173,B07DKT13VX,7,NBA 2K19 - Playstation 4 [Edizione: Germania],6.0,1.0,0.0,0.8571428571428571,0.14285714285714285,0.0
1174,B07DKV22CZ,77,NBA 2K19 - PlayStation 4,70.0,5.0,2.0,0.9090909090909091,0.06493506493506493,0.025974025974025976
1175,B07DKV22D7,80,Assassin'S Creed Odyssey - PlayStation 4,77.0,2.0,1.0,0.9625,0.025,0.0125
1176,B07DLSV9PB,5,FIFA 19 - Xbox One [Edizione: Regno Unito],5.0,0.0,0.0,1.0,0.0,0.0
1177,B07DLXBGN8,6,FIFA 19 - PlayStation 4 [Edizione: Regno Unito],6.0,0.0,0.0,1.0,0.0,0.0
1178,B07DM14WW1,140,FIFA 19 - Nintendo Switch,128.0,11.0,1.0,0.9142857142857143,0.07857142857142857,0.007142857142857143
